canonical_id,fuente,id_en_fuente,metodo,fecha
p00207,biwenger,21008,auto,2026-07-13
p00207,sofascore,1085400,auto,2026-07-17
p00207,transfermarkt,709187,auto,2026-07-13
p00208,biwenger,21033,auto,2026-07-13
p00208,sofascore,1012409,auto,2026-07-17
p00208,transfermarkt,625047,auto,2026-07-13
p00209,biwenger,21063,auto,2026-07-13
p00209,sofascore,152446,auto,2026-07-17
p00209,transfermarkt,85295,auto,2026-07-13
p00210,biwenger,21068,auto,2026-07-13
p00210,sofascore,984623,auto,2026-07-17
p00210,transfermarkt,662261,auto,2026-07-13
p00211,biwenger,21084,auto,2026-07-13
p00211,sofascore,962890,auto,2026-07-17
p00211,transfermarkt,617074,auto,2026-07-13
p00212,biwenger,21145,auto,2026-07-13
p00212,sofascore,966802,auto,2026-07-17
p00212,transfermarkt,610083,auto,2026-07-13
p00213,biwenger,22061,auto,2026-07-13
p00213,sofascore,808955,auto,2026-07-17
p00213,transfermarkt,277533,auto,2026-07-13
p00214,biwenger,22690,auto,2026-07-13
p00214,sofascore,605374,auto,2026-07-17
p00214,transfermarkt,339816,auto,2026-07-13
p00215,biwenger,22699,auto,2026-07-13
p00215,sofascore,1064009,auto,2026-07-17
p00215,transfermarkt,625651,auto,2026-07-13
p00216,biwenger,22964,auto,2026-07-13
p00216,sofascore,873189,auto,2026-07-17
p00216,transfermarkt,480763,auto,2026-07-13
p00217,biwenger,22975,auto,2026-07-13
p00217,sofascore,965832,auto,2026-07-17
p00217,transfermarkt,397676,auto,2026-07-13
p00218,biwenger,23006,auto,2026-07-13
p00218,sofascore,914744,auto,2026-07-17
p00218,transfermarkt,398131,auto,2026-07-13
p00219,biwenger,23403,auto,2026-07-13
p00219,sofascore,859773,auto,2026-07-17
p00219,transfermarkt,331505,auto,2026-07-13
p00220,biwenger,23572,auto,2026-07-13
p00220,sofascore,1021165,auto,2026-07-17
p00220,transfermarkt,705813,auto,2026-07-13
p00221,biwenger,23809,auto,2026-07-13
p00221,sofascore,1094758,auto,2026-07-17
p00221,transfermarkt,627290,auto,2026-07-13
p00222,biwenger,23840,auto,2026-07-13
p00222,sofascore,949707,auto,2026-07-17
p00222,transfermarkt,390688,auto,2026-07-13
p00223,biwenger,23842,auto,2026-07-13
p00223,sofascore,1468090,auto,2026-07-17
p00223,transfermarkt,357628,auto,2026-07-13
p00224,biwenger,23988,auto,2026-07-13
p00224,sofascore,934351,auto,2026-07-17
p00224,transfermarkt,583510,auto,2026-07-13
p00225,biwenger,24326,auto,2026-07-13
p00225,sofascore,913679,auto,2026-07-17
p00225,transfermarkt,525578,auto,2026-07-13
p00226,biwenger,24336,auto,2026-07-13
p00226,sofascore,932764,auto,2026-07-17
p00226,transfermarkt,560483,auto,2026-07-13
p00227,biwenger,24474,auto,2026-07-13
p00227,sofascore,944165,auto,2026-07-17
p00227,transfermarkt,563137,auto,2026-07-13
p00228,biwenger,24509,auto,2026-07-13
p00228,sofascore,827064,auto,2026-07-17
p00228,transfermarkt,355861,auto,2026-07-13
p00229,biwenger,24576,auto,2026-07-13
p00229,sofascore,309078,auto,2026-07-17
p00229,transfermarkt,238407,auto,2026-07-13
p00230,biwenger,24732,auto,2026-07-13
p00230,sofascore,1103693,auto,2026-07-17
p00230,transfermarkt,646740,auto,2026-07-13
p00231,biwenger,24734,auto,2026-07-13
p00231,sofascore,996929,auto,2026-07-17
p00231,transfermarkt,623024,auto,2026-07-13
p00232,biwenger,24956,auto,2026-07-13
p00232,sofascore,1019318,auto,2026-07-17
p00232,transfermarkt,668183,auto,2026-07-13
p00233,biwenger,24979,auto,2026-07-13
p00233,sofascore,980410,auto,2026-07-17
p00233,transfermarkt,634431,auto,2026-07-13
p00234,biwenger,25127,auto,2026-07-13
p00234,sofascore,1011375,auto,2026-07-17
p00234,transfermarkt,724520,auto,2026-07-13
p00235,biwenger,25158,auto,2026-07-13
p00235,sofascore,1131581,auto,2026-07-17
p00235,transfermarkt,618813,auto,2026-07-13
p00236,biwenger,25159,auto,2026-07-13
p00236,sofascore,1089108,auto,2026-07-17
p00236,transfermarkt,709969,auto,2026-07-13
p00237,biwenger,25322,auto,2026-07-13
p00237,sofascore,1514913,auto,2026-07-17
p00237,transfermarkt,946279,auto,2026-07-13
p00238,biwenger,25384,auto,2026-07-13
p00238,sofascore,896073,auto,2026-07-17
p00238,transfermarkt,533568,auto,2026-07-13
p00239,biwenger,25386,auto,2026-07-13
p00239,sofascore,990659,auto,2026-07-17
p00239,transfermarkt,631693,auto,2026-07-13
p00240,biwenger,25392,auto,2026-07-13
p00240,sofascore,1019236,auto,2026-07-17
p00240,transfermarkt,628498,auto,2026-07-13
p00241,biwenger,25394,auto,2026-07-13
p00241,transfermarkt,710004,auto,2026-07-13
p00242,biwenger,25396,auto,2026-07-13
p00242,sofascore,1010655,auto,2026-07-17
p00242,transfermarkt,676042,auto,2026-07-13
p00243,biwenger,25398,auto,2026-07-13
p00243,sofascore,1094106,auto,2026-07-17
p00243,transfermarkt,844637,auto,2026-07-13
p00244,biwenger,25400,auto,2026-07-13
p00244,sofascore,1120669,auto,2026-07-17
p00244,transfermarkt,892221,auto,2026-07-13
p00245,biwenger,25403,auto,2026-07-13
p00245,sofascore,914765,auto,2026-07-17
p00245,transfermarkt,398163,auto,2026-07-13
p00246,biwenger,25592,auto,2026-07-13
p00246,sofascore,814023,auto,2026-07-17
p00246,transfermarkt,298583,auto,2026-07-13
p00247,biwenger,25688,auto,2026-07-13
p00247,transfermarkt,589456,auto,2026-07-13
p00248,biwenger,25777,auto,2026-07-13
p00248,sofascore,966526,auto,2026-07-17
p00248,transfermarkt,610461,auto,2026-07-13
p00249,biwenger,25778,auto,2026-07-13
p00249,sofascore,1086346,auto,2026-07-17
p00249,transfermarkt,710679,auto,2026-07-13
p00250,biwenger,25815,auto,2026-07-13
p00250,sofascore,2049311,manual,2026-07-17
p00250,transfermarkt,1371830,auto,2026-07-13
p00251,biwenger,26048,auto,2026-07-13
p00251,sofascore,859025,auto,2026-07-17
p00251,transfermarkt,413112,auto,2026-07-13
p00252,biwenger,26071,auto,2026-07-13
p00252,sofascore,909966,auto,2026-07-17
p00252,transfermarkt,518644,auto,2026-07-13
p00253,biwenger,26077,auto,2026-07-13
p00253,sofascore,754710,auto,2026-07-17
p00253,transfermarkt,337715,auto,2026-07-13
p00254,biwenger,26092,auto,2026-07-13
p00254,sofascore,1088565,auto,2026-07-17
p00254,transfermarkt,783396,auto,2026-07-13
p00255,biwenger,26271,auto,2026-07-13
p00255,sofascore,1402912,auto,2026-07-17
p00255,transfermarkt,937958,auto,2026-07-13
p00256,biwenger,26276,auto,2026-07-13
p00256,sofascore,965031,auto,2026-07-17
p00256,transfermarkt,527966,auto,2026-07-13
p00257,biwenger,26299,auto,2026-07-13
p00257,sofascore,1142094,auto,2026-07-17
p00257,transfermarkt,766723,auto,2026-07-13
p00258,biwenger,26344,auto,2026-07-13
p00258,sofascore,913695,auto,2026-07-17
p00258,transfermarkt,520840,auto,2026-07-13
p00259,biwenger,26566,auto,2026-07-13
p00259,sofascore,1396048,auto,2026-07-17
p00259,transfermarkt,709372,auto,2026-07-13
p00260,biwenger,26592,auto,2026-07-13
p00260,sofascore,996928,auto,2026-07-17
p00260,transfermarkt,707274,auto,2026-07-13
p00261,biwenger,26676,auto,2026-07-13
p00261,sofascore,850035,auto,2026-07-17
p00261,transfermarkt,457931,auto,2026-07-13
p00262,biwenger,26678,auto,2026-07-13
p00262,sofascore,186795,auto,2026-07-17
p00262,transfermarkt,196948,auto,2026-07-13
p00263,biwenger,26813,auto,2026-07-13
p00263,sofascore,840951,auto,2026-07-17
p00263,transfermarkt,439022,auto,2026-07-13
p00264,biwenger,26879,auto,2026-07-13
p00264,sofascore,1126779,auto,2026-07-17
p00264,transfermarkt,764859,auto,2026-07-13
p00265,biwenger,26930,auto,2026-07-13
p00265,sofascore,831005,auto,2026-07-17
p00265,transfermarkt,411295,auto,2026-07-13
p00266,biwenger,26945,auto,2026-07-13
p00266,sofascore,41789,auto,2026-07-17
p00266,transfermarkt,38253,auto,2026-07-13
p00267,biwenger,27059,auto,2026-07-13
p00267,sofascore,831799,auto,2026-07-17
p00267,transfermarkt,424042,auto,2026-07-13
p00268,biwenger,27271,auto,2026-07-13
p00268,sofascore,2237795,auto,2026-07-17
p00268,transfermarkt,1375227,auto,2026-07-13
p00269,biwenger,27575,auto,2026-07-13
p00269,transfermarkt,1060456,auto,2026-07-13
p00270,biwenger,27591,auto,2026-07-13
p00270,sofascore,985329,auto,2026-07-17
p00270,transfermarkt,634131,auto,2026-07-13
p00271,biwenger,27625,auto,2026-07-13
p00271,sofascore,1099175,auto,2026-07-17
p00271,transfermarkt,711382,auto,2026-07-13
p00272,biwenger,27715,auto,2026-07-13
p00272,sofascore,1003007,auto,2026-07-17
p00272,transfermarkt,538996,auto,2026-07-13
p00273,biwenger,27745,auto,2026-07-13
p00273,sofascore,953097,auto,2026-07-17
p00273,transfermarkt,615350,auto,2026-07-13
p00274,biwenger,27929,auto,2026-07-13
p00274,sofascore,845693,auto,2026-07-17
p00274,transfermarkt,375382,auto,2026-07-13
p00275,biwenger,27960,auto,2026-07-13
p00275,sofascore,1015240,auto,2026-07-17
p00275,transfermarkt,711625,auto,2026-07-13
p00276,biwenger,27994,auto,2026-07-13
p00276,sofascore,998950,auto,2026-07-17
p00276,transfermarkt,617081,auto,2026-07-13
p00277,biwenger,27995,auto,2026-07-13
p00277,sofascore,966637,auto,2026-07-17
p00277,transfermarkt,622988,auto,2026-07-13
p00278,biwenger,27996,auto,2026-07-13
p00278,sofascore,959872,auto,2026-07-17
p00278,transfermarkt,591916,auto,2026-07-13
p00279,biwenger,28012,auto,2026-07-13
p00279,sofascore,1010421,auto,2026-07-17
p00279,transfermarkt,596122,auto,2026-07-13
p00280,biwenger,28082,auto,2026-07-13
p00280,sofascore,846147,auto,2026-07-17
p00280,transfermarkt,451801,auto,2026-07-13
p00281,biwenger,28087,auto,2026-07-13
p00281,sofascore,69408,auto,2026-07-17
p00281,transfermarkt,112515,auto,2026-07-13
p00282,biwenger,28103,auto,2026-07-13
p00282,sofascore,1064026,auto,2026-07-17
p00282,transfermarkt,822331,auto,2026-07-13
p00283,biwenger,28115,auto,2026-07-13
p00283,sofascore,1097719,manual,2026-07-17
p00283,transfermarkt,766583,auto,2026-07-13
p00284,biwenger,28309,auto,2026-07-13
p00284,sofascore,1010656,auto,2026-07-17
p00284,transfermarkt,668179,auto,2026-07-13
p00285,biwenger,29034,auto,2026-07-13
p00285,sofascore,1139409,auto,2026-07-17
p00285,transfermarkt,907813,auto,2026-07-13
p00286,biwenger,29184,auto,2026-07-13
p00286,sofascore,1142588,auto,2026-07-17
p00286,transfermarkt,775605,auto,2026-07-13
p00287,biwenger,29185,auto,2026-07-13
p00287,sofascore,1398524,auto,2026-07-17
p00287,transfermarkt,905997,auto,2026-07-13
p00288,biwenger,29661,auto,2026-07-13
p00288,sofascore,1010383,auto,2026-07-17
p00288,transfermarkt,625660,auto,2026-07-13
p00289,biwenger,29908,auto,2026-07-13
p00289,sofascore,1154587,auto,2026-07-17
p00289,transfermarkt,948275,auto,2026-07-13
p00290,biwenger,30081,auto,2026-07-13
p00290,sofascore,879694,auto,2026-07-17
p00290,transfermarkt,485963,auto,2026-07-13
p00291,biwenger,30123,auto,2026-07-13
p00291,sofascore,1122610,auto,2026-07-17
p00291,transfermarkt,834764,auto,2026-07-13
p00292,biwenger,30129,auto,2026-07-13
p00292,sofascore,990232,auto,2026-07-17
p00292,transfermarkt,634105,auto,2026-07-13
p00293,biwenger,30141,auto,2026-07-13
p00293,sofascore,944225,auto,2026-07-17
p00293,transfermarkt,555500,auto,2026-07-13
p00294,biwenger,30210,auto,2026-07-13
p00294,sofascore,1495844,auto,2026-07-17
p00294,transfermarkt,938729,auto,2026-07-13
p00295,biwenger,30334,auto,2026-07-13
p00295,sofascore,1082734,manual,2026-07-17
p00295,transfermarkt,628487,auto,2026-07-13
p00296,biwenger,30477,auto,2026-07-13
p00296,sofascore,991011,auto,2026-07-17
p00296,transfermarkt,581678,auto,2026-07-13
p00297,biwenger,30487,auto,2026-07-13
p00297,sofascore,964983,auto,2026-07-17
p00297,transfermarkt,417913,auto,2026-07-13
p00298,biwenger,30493,auto,2026-07-13
p00298,sofascore,986245,auto,2026-07-17
p00298,transfermarkt,678406,auto,2026-07-13
p00299,biwenger,30495,auto,2026-07-13
p00299,sofascore,1012444,auto,2026-07-17
p00299,transfermarkt,733576,auto,2026-07-13
p00300,biwenger,30505,auto,2026-07-13
p00300,sofascore,1101232,auto,2026-07-17
p00300,transfermarkt,559979,auto,2026-07-13
p00301,biwenger,30510,auto,2026-07-13
p00301,transfermarkt,718034,auto,2026-07-13
p00302,biwenger,30628,auto,2026-07-13
p00302,sofascore,1136721,auto,2026-07-17
p00302,transfermarkt,780630,auto,2026-07-13
p00303,biwenger,30789,auto,2026-07-13
p00303,sofascore,1099352,auto,2026-07-17
p00303,transfermarkt,742201,auto,2026-07-13
p00304,biwenger,30801,auto,2026-07-13
p00304,sofascore,941464,auto,2026-07-17
p00304,transfermarkt,660735,auto,2026-07-13
p00305,biwenger,31018,auto,2026-07-13
p00305,sofascore,1468046,auto,2026-07-17
p00305,transfermarkt,953901,auto,2026-07-13
p00306,biwenger,31020,auto,2026-07-13
p00306,sofascore,1137814,auto,2026-07-17
p00306,transfermarkt,466801,auto,2026-07-13
p00307,biwenger,31026,auto,2026-07-13
p00307,sofascore,21555,auto,2026-07-17
p00307,transfermarkt,57500,auto,2026-07-13
p00308,biwenger,31027,auto,2026-07-13
p00308,sofascore,1091116,auto,2026-07-17
p00308,transfermarkt,861410,auto,2026-07-13
p00309,biwenger,31167,auto,2026-07-13
p00309,sofascore,997221,auto,2026-07-17
p00309,transfermarkt,623524,auto,2026-07-13
p00310,biwenger,31228,auto,2026-07-13
p00310,sofascore,1094782,auto,2026-07-17
p00310,transfermarkt,625657,auto,2026-07-13
p00311,biwenger,31243,auto,2026-07-13
p00311,sofascore,1153270,auto,2026-07-17
p00311,transfermarkt,636703,auto,2026-07-13
p00312,biwenger,31267,auto,2026-07-13
p00312,sofascore,799054,auto,2026-07-17
p00312,transfermarkt,212723,auto,2026-07-13
p00313,biwenger,31321,auto,2026-07-13
p00313,sofascore,360718,auto,2026-07-17
p00313,transfermarkt,258987,auto,2026-07-13
p00314,biwenger,31348,auto,2026-07-13
p00314,sofascore,1391375,auto,2026-07-17
p00314,transfermarkt,834752,auto,2026-07-13
p00315,biwenger,31410,auto,2026-07-13
p00315,sofascore,1590761,auto,2026-07-17
p00315,transfermarkt,1066206,auto,2026-07-13
p00316,biwenger,31465,auto,2026-07-13
p00316,sofascore,1587196,auto,2026-07-17
p00316,transfermarkt,1009765,auto,2026-07-13
p00317,biwenger,31475,auto,2026-07-13
p00317,sofascore,1066045,auto,2026-07-17
p00317,transfermarkt,555143,auto,2026-07-13
p00318,biwenger,31493,auto,2026-07-13
p00318,sofascore,22209,auto,2026-07-17
p00318,transfermarkt,73517,auto,2026-07-13
p00319,biwenger,31494,auto,2026-07-13
p00319,sofascore,790833,auto,2026-07-17
p00319,transfermarkt,251845,auto,2026-07-13
p00320,biwenger,31702,auto,2026-07-13
p00320,sofascore,363774,auto,2026-07-17
p00320,transfermarkt,271455,auto,2026-07-13
p00321,biwenger,31707,auto,2026-07-13
p00321,sofascore,1085081,auto,2026-07-17
p00321,transfermarkt,811778,auto,2026-07-13
p00322,biwenger,31989,auto,2026-07-13
p00322,sofascore,980732,auto,2026-07-17
p00322,transfermarkt,466807,auto,2026-07-13
p00323,biwenger,32020,auto,2026-07-13
p00323,sofascore,1116388,auto,2026-07-17
p00323,transfermarkt,661145,auto,2026-07-13
p00324,biwenger,32022,auto,2026-07-13
p00324,sofascore,1018197,auto,2026-07-17
p00324,transfermarkt,718029,auto,2026-07-13
p00325,biwenger,32042,auto,2026-07-13
p00325,sofascore,1402716,auto,2026-07-17
p00325,transfermarkt,935230,auto,2026-07-13
p00326,biwenger,32120,auto,2026-07-13
p00326,sofascore,990169,auto,2026-07-17
p00326,transfermarkt,689505,auto,2026-07-13
p00327,biwenger,32134,auto,2026-07-13
p00327,sofascore,358910,auto,2026-07-17
p00327,transfermarkt,275218,auto,2026-07-13
p00328,biwenger,32135,auto,2026-07-13
p00328,sofascore,1154935,auto,2026-07-17
p00328,transfermarkt,892929,auto,2026-07-13
p00329,biwenger,32338,auto,2026-07-13
p00329,sofascore,960006,auto,2026-07-17
p00329,transfermarkt,569384,auto,2026-07-13
p00330,biwenger,32363,auto,2026-07-13
p00330,sofascore,1018190,auto,2026-07-17
p00330,transfermarkt,687609,auto,2026-07-13
p00331,biwenger,32374,auto,2026-07-13
p00331,sofascore,985726,auto,2026-07-17
p00331,transfermarkt,591957,auto,2026-07-13
p00332,biwenger,32435,auto,2026-07-13
p00332,sofascore,1393673,auto,2026-07-17
p00332,transfermarkt,1038950,auto,2026-07-13
p00333,biwenger,32440,auto,2026-07-13
p00333,sofascore,1402913,auto,2026-07-17
p00333,transfermarkt,962110,auto,2026-07-13
p00334,biwenger,32456,auto,2026-07-13
p00334,sofascore,857065,auto,2026-07-17
p00334,transfermarkt,525438,auto,2026-07-13
p00335,biwenger,32460,auto,2026-07-13
p00335,sofascore,1402908,auto,2026-07-17
p00335,transfermarkt,937955,auto,2026-07-13
p00336,biwenger,32464,auto,2026-07-13
p00336,sofascore,1398511,auto,2026-07-17
p00336,transfermarkt,710671,auto,2026-07-13
p00337,biwenger,32629,auto,2026-07-13
p00337,sofascore,1000483,auto,2026-07-17
p00337,transfermarkt,636695,auto,2026-07-13
p00338,biwenger,33447,auto,2026-07-13
p00338,sofascore,1466116,auto,2026-07-17
p00338,transfermarkt,1018938,auto,2026-07-13
p00339,biwenger,33473,auto,2026-07-13
p00339,sofascore,1008259,auto,2026-07-17
p00339,transfermarkt,652331,auto,2026-07-13
p00340,biwenger,33474,auto,2026-07-13
p00340,sofascore,1145100,auto,2026-07-17
p00340,transfermarkt,939374,auto,2026-07-13
p00341,biwenger,33516,auto,2026-07-13
p00341,sofascore,1884145,auto,2026-07-17
p00341,transfermarkt,1124005,auto,2026-07-13
p00342,biwenger,33531,auto,2026-07-13
p00342,sofascore,875890,auto,2026-07-17
p00342,transfermarkt,500067,auto,2026-07-13
p00343,biwenger,33608,auto,2026-07-13
p00343,sofascore,1160960,auto,2026-07-17
p00343,transfermarkt,671649,auto,2026-07-13
p00344,biwenger,33691,auto,2026-07-13
p00344,sofascore,869931,auto,2026-07-17
p00344,transfermarkt,469669,auto,2026-07-13
p00345,biwenger,33694,auto,2026-07-13
p00345,sofascore,1067582,auto,2026-07-17
p00345,transfermarkt,541555,auto,2026-07-13
p00346,biwenger,33697,auto,2026-07-13
p00346,sofascore,980383,auto,2026-07-17
p00346,transfermarkt,624942,auto,2026-07-13
p00347,biwenger,33705,auto,2026-07-13
p00347,sofascore,1099344,auto,2026-07-17
p00347,transfermarkt,834744,auto,2026-07-13
p00348,biwenger,33706,auto,2026-07-13
p00348,sofascore,1126850,auto,2026-07-17
p00348,transfermarkt,869458,auto,2026-07-13
p00349,biwenger,33796,auto,2026-07-13
p00349,sofascore,1174937,auto,2026-07-17
p00349,transfermarkt,971570,auto,2026-07-13
p00350,biwenger,33804,auto,2026-07-13
p00350,sofascore,1139724,auto,2026-07-17
p00350,transfermarkt,692208,auto,2026-07-13
p00351,biwenger,33839,auto,2026-07-13
p00351,sofascore,1526627,manual,2026-07-17
p00351,transfermarkt,1076815,auto,2026-07-13
p00352,biwenger,33886,auto,2026-07-13
p00352,transfermarkt,1099061,auto,2026-07-13
p00353,biwenger,33938,auto,2026-07-13
p00353,sofascore,1520799,auto,2026-07-17
p00353,transfermarkt,1054934,auto,2026-07-13
p00354,biwenger,33970,auto,2026-07-13
p00354,sofascore,842419,auto,2026-07-17
p00354,transfermarkt,441170,auto,2026-07-13
p00355,biwenger,33971,auto,2026-07-13
p00355,sofascore,1010165,auto,2026-07-17
p00355,transfermarkt,658115,auto,2026-07-13
p00356,biwenger,34034,auto,2026-07-13
p00356,sofascore,50539,auto,2026-07-17
p00356,transfermarkt,71271,auto,2026-07-13
p00357,biwenger,34077,auto,2026-07-13
p00357,sofascore,1526618,auto,2026-07-17
p00357,transfermarkt,1018920,auto,2026-07-13
p00358,biwenger,34111,auto,2026-07-13
p00358,sofascore,1094827,auto,2026-07-17
p00358,transfermarkt,705395,auto,2026-07-13
p00359,biwenger,34127,auto,2026-07-13
p00359,sofascore,997033,auto,2026-07-17
p00359,transfermarkt,639733,auto,2026-07-13
p00360,biwenger,34149,auto,2026-07-13
p00360,sofascore,826047,auto,2026-07-17
p00360,transfermarkt,339079,auto,2026-07-13
p00361,biwenger,34173,auto,2026-07-13
p00361,sofascore,1155116,auto,2026-07-17
p00361,transfermarkt,834483,auto,2026-07-13
p00362,biwenger,34181,auto,2026-07-13
p00362,sofascore,985262,auto,2026-07-17
p00362,transfermarkt,694509,auto,2026-07-13
p00363,biwenger,34196,auto,2026-07-13
p00363,sofascore,1001967,auto,2026-07-17
p00363,transfermarkt,668276,auto,2026-07-13
p00364,biwenger,34469,auto,2026-07-13
p00364,sofascore,949156,auto,2026-07-17
p00364,transfermarkt,502722,auto,2026-07-13
p00365,biwenger,34479,auto,2026-07-13
p00365,sofascore,593526,auto,2026-07-17
p00365,transfermarkt,343052,auto,2026-07-13
p00366,biwenger,34483,auto,2026-07-13
p00366,sofascore,900669,auto,2026-07-17
p00366,transfermarkt,363057,auto,2026-07-13
p00367,biwenger,34488,auto,2026-07-13
p00367,sofascore,67769,auto,2026-07-17
p00367,transfermarkt,86784,auto,2026-07-13
p00368,biwenger,34526,auto,2026-07-13
p00368,sofascore,905443,auto,2026-07-17
p00368,transfermarkt,541621,auto,2026-07-13
p00369,biwenger,34527,auto,2026-07-13
p00369,sofascore,789071,auto,2026-07-17
p00369,transfermarkt,293385,auto,2026-07-13
p00370,biwenger,34557,auto,2026-07-13
p00370,sofascore,944656,auto,2026-07-17
p00370,transfermarkt,576024,auto,2026-07-13
p00371,biwenger,34613,auto,2026-07-13
p00371,sofascore,50490,auto,2026-07-17
p00371,transfermarkt,44058,auto,2026-07-13
p00372,biwenger,34621,auto,2026-07-13
p00372,sofascore,1066603,auto,2026-07-17
p00372,transfermarkt,712107,auto,2026-07-13
p00373,biwenger,34717,auto,2026-07-13
p00373,sofascore,911853,auto,2026-07-17
p00373,transfermarkt,484988,auto,2026-07-13
p00374,biwenger,34802,auto,2026-07-13
p00374,sofascore,831253,auto,2026-07-17
p00374,transfermarkt,302371,auto,2026-07-13
p00375,biwenger,34805,auto,2026-07-13
p00375,sofascore,263651,auto,2026-07-17
p00375,transfermarkt,242359,auto,2026-07-13
p00376,biwenger,34830,auto,2026-07-13
p00376,sofascore,1122488,auto,2026-07-17
p00376,transfermarkt,895458,auto,2026-07-13
p00377,biwenger,35055,auto,2026-07-13
p00377,sofascore,1026015,auto,2026-07-17
p00377,transfermarkt,660438,auto,2026-07-13
p00378,biwenger,35156,auto,2026-07-13
p00378,sofascore,1525863,auto,2026-07-17
p00378,transfermarkt,1061336,auto,2026-07-13
p00379,biwenger,35171,auto,2026-07-13
p00379,sofascore,1464648,auto,2026-07-17
p00379,transfermarkt,1056966,auto,2026-07-13
p00380,biwenger,35249,auto,2026-07-13
p00380,sofascore,1156645,auto,2026-07-17
p00380,transfermarkt,935245,auto,2026-07-13
p00381,biwenger,35291,auto,2026-07-13
p00381,sofascore,1526628,auto,2026-07-17
p00381,transfermarkt,1064471,auto,2026-07-13
p00382,biwenger,35308,auto,2026-07-13
p00382,sofascore,1563953,auto,2026-07-17
p00382,transfermarkt,834463,auto,2026-07-13
p00383,biwenger,35344,auto,2026-07-13
p00383,sofascore,973290,auto,2026-07-17
p00383,transfermarkt,638793,auto,2026-07-13
p00384,biwenger,35408,auto,2026-07-13
p00384,sofascore,962381,auto,2026-07-17
p00384,transfermarkt,629511,auto,2026-07-13
p00385,biwenger,35426,auto,2026-07-13
p00385,sofascore,879875,auto,2026-07-17
p00385,transfermarkt,533354,auto,2026-07-13
p00386,biwenger,35606,auto,2026-07-13
p00386,sofascore,1173575,auto,2026-07-17
p00386,transfermarkt,960571,auto,2026-07-13
p00387,biwenger,35615,auto,2026-07-13
p00387,sofascore,872919,auto,2026-07-17
p00387,transfermarkt,345886,auto,2026-07-13
p00388,biwenger,35678,auto,2026-07-13
p00388,sofascore,1392592,auto,2026-07-17
p00388,transfermarkt,720518,auto,2026-07-13
p00389,biwenger,35705,auto,2026-07-13
p00389,sofascore,1895964,auto,2026-07-17
p00389,transfermarkt,1164331,auto,2026-07-13
p00390,biwenger,35706,auto,2026-07-13
p00390,sofascore,1402927,auto,2026-07-17
p00390,transfermarkt,926849,auto,2026-07-13
p00391,biwenger,35763,auto,2026-07-13
p00391,sofascore,1893910,auto,2026-07-17
p00391,transfermarkt,961087,auto,2026-07-13
p00392,biwenger,35765,auto,2026-07-13
p00392,sofascore,1152139,auto,2026-07-17
p00392,transfermarkt,933908,auto,2026-07-13
p00393,biwenger,35770,auto,2026-07-13
p00393,sofascore,958380,auto,2026-07-17
p00393,transfermarkt,602105,auto,2026-07-13
p00394,biwenger,35778,auto,2026-07-13
p00394,sofascore,946381,auto,2026-07-17
p00394,transfermarkt,607034,auto,2026-07-13
p00395,biwenger,35901,auto,2026-07-13
p00395,sofascore,944660,auto,2026-07-17
p00395,transfermarkt,576028,auto,2026-07-13
p00396,biwenger,36531,auto,2026-07-13
p00396,sofascore,1103233,auto,2026-07-17
p00396,transfermarkt,707359,auto,2026-07-13
p00397,biwenger,36566,auto,2026-07-13
p00397,sofascore,965822,auto,2026-07-17
p00397,transfermarkt,608382,auto,2026-07-13
p00398,biwenger,37399,auto,2026-07-13
p00398,sofascore,257091,auto,2026-07-17
p00398,transfermarkt,238266,auto,2026-07-13
p00399,biwenger,37416,auto,2026-07-13
p00399,sofascore,1129401,auto,2026-07-17
p00399,transfermarkt,907559,auto,2026-07-13
p00400,biwenger,37450,auto,2026-07-13
p00400,sofascore,981604,auto,2026-07-17
p00400,transfermarkt,560417,auto,2026-07-13
p00401,biwenger,37467,auto,2026-07-13
p00401,sofascore,1458073,manual,2026-07-17
p00401,transfermarkt,1034853,auto,2026-07-13
p00402,biwenger,37488,auto,2026-07-13
p00402,sofascore,1521658,auto,2026-07-17
p00402,transfermarkt,945709,auto,2026-07-13
p00403,biwenger,37495,auto,2026-07-13
p00403,sofascore,1176744,auto,2026-07-17
p00403,transfermarkt,890290,auto,2026-07-13
p00404,biwenger,37499,auto,2026-07-13
p00404,sofascore,795064,auto,2026-07-17
p00404,transfermarkt,314353,auto,2026-07-13
p00405,biwenger,37526,auto,2026-07-13
p00405,sofascore,1019324,auto,2026-07-17
p00405,transfermarkt,618801,auto,2026-07-13
p00406,biwenger,37600,auto,2026-07-13
p00406,sofascore,815202,auto,2026-07-17
p00406,transfermarkt,303657,auto,2026-07-13
p00407,biwenger,37644,auto,2026-07-13
p00407,sofascore,1183542,auto,2026-07-17
p00407,transfermarkt,961948,auto,2026-07-13
p00408,biwenger,37709,auto,2026-07-13
p00408,sofascore,1518971,auto,2026-07-17
p00408,transfermarkt,1064506,auto,2026-07-13
p00409,biwenger,37711,auto,2026-07-13
p00409,sofascore,1649918,auto,2026-07-17
p00409,transfermarkt,1063338,auto,2026-07-13
p00410,biwenger,37713,auto,2026-07-13
p00410,sofascore,1807070,auto,2026-07-17
p00410,transfermarkt,1063333,auto,2026-07-13
p00411,biwenger,37714,auto,2026-07-13
p00411,sofascore,1086128,auto,2026-07-17
p00411,transfermarkt,709380,auto,2026-07-13
